Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depends),Outward issue link (Duplicate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Related),Outward issue link (Related),Outward issue link (Supersede),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actual Story Points),Custom field (Business Value),Custom field (Days since last comment),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (First Response Date),Custom field (Global Rank),Custom field (Last commented by a User),Custom field (Last updater),Custom field (Out of Scope),Custom field (Platform),Custom field (Pull Request URL),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Reference URL),Custom field (Spring Forum Reference),Sprint,Custom field (Story Points),Custom field (Virtual Machine),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Dates are displayed in GMT instead of using the locale of the jvm,BATCHADM-29,30012,,Defect,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Minor,Fixed,david_syer,afryer,afryer,09/Feb/10 10:16 AM,03/Mar/10 10:08 PM,10/May/19 2:36 AM,03/Mar/10 10:08 PM,1.0.0,,,,,,,1.0.0.M3,,,,,Manager,,,,0,,,,,,,,"Version 1.0.0.CI-SNAPSHOT

The timezone is hardcoded in the org.springframework.batch.admin.web.JobExecutionController class. 
In this class you see the following hardcoding of timezone to GMT all over the place...

model.addAttribute(new JobExecutionInfo(jobExecution, TimeZone.getTimeZone(""GMT""))); 

I think it would be better to default the timezone to the users locale and make it possible to override it using a configuration setting.  I'm in a GMT+10 timezone so displaying GMT times makes times appear way off and there is no indication on the web page that the time is displayed in GMT.  
",,;03/Mar/10 10:08 PM;david_syer;3600,,,,,,,,3600,0,3600,100%,3600,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,289785600,,,,,2010-03-03 22:08:02.884,3759,false,david_syer(david_syer),,,,0|i02zfb:,17449,16869,http://forum.springsource.org/showthread.php?t=84419,,,,,"09/Feb/10 1:46 PM;afryer;I had more of a look and think I can see why you set all Timezones to GMT.  The duration in the JobExecutionInfo class is formatted using the same formatter as the startTime.  The duration must use a GMT timezone formatter otherwise it will be displayed incorrectly (in my case being in a GMT+10 timezone, the duration was displayed as 10 hours more than it actually was using the default TimeZone).  I added a new SimpleDateFormat to format the duration that is set to GMT timezone.  The other formatters (dateFormat and timeFormat) should use the TimeZone passed in to the JobExecutionInfo constructor, which should be TimeZone.getDefault() unless configured otherwise.  In fact it might be even better to remove TimeZone from the JobExecutionInfo constructor.","03/Mar/10 10:08 PM;david_syer;Parameterized time zone in the controllers (defaults to VM locale).  User can override by adding a bean definition called ""userTimeZone"" to servlet application context.",,,,,,,,,,,,,,,,,,,,,,
File upload triggers job twice in sample,BATCHADM-26,29973,,Bug,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Fixed,david_syer,david_syer,david_syer,07/Feb/10 3:59 AM,07/Feb/10 10:45 PM,10/May/19 2:36 AM,07/Feb/10 10:45 PM,1.0.0.M3,,,,,,,1.0.0.M3,,,,,Manager,,,,0,,,,,,,,Child context refresh causes double subscription to the input-files channel because there are two children with the same context configuration (one is a hack for the remote step and that can be fixed - see servlet/service-context.xml).,,;07/Feb/10 10:45 PM;david_syer;7200,,,,,,,,7200,0,7200,100%,7200,0,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,291859200,,,,,,3762,false,david_syer(david_syer),,,,0|i02zhb:,17458,16876,,,,,,"07/Feb/10 10:45 PM;david_syer;Fixed by introducing a JobLocatorStepLocator to locate steps in child contexts.  Slightly awkward that this means the target Step has to be defined in a Job, but that seems like a small price to pay given that the JobRegistry guarantees uniqueness of job names, but step names could be duplicated in multiple jobs.",,,,,,,,,,,,,,,,,,,,,,,
Allow file delete with pattern for path (in protected subdirectory),BATCHADM-24,29940,,New Feature,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Minor,Fixed,david_syer,david_syer,david_syer,04/Feb/10 2:03 AM,08/Feb/10 2:13 AM,10/May/19 2:36 AM,08/Feb/10 2:13 AM,1.0.0.M2,,,,,,,1.0.0.M3,,,,,,,,,0,,,,,,,,,,;08/Feb/10 2:11 AM;david_syer;14400,,,,,,,,7200,0,14400,200%,7200,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,291859200,,,,,,3764,false,david_syer(david_syer),,,,0|i02zgn:,17455,16873,,,,,,08/Feb/10 2:11 AM;david_syer;Done.  The LocalFileService was completely revised to work as a facade for the files without having to know the base directory.,,,,,,,,,,,,,,,,,,,,,,,
Create reference docs,BATCHADM-2,28639,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Fixed,david_syer,david_syer,david_syer,09/Nov/09 6:23 PM,05/Jan/10 1:47 AM,10/May/19 2:36 AM,05/Jan/10 1:47 AM,,,,,,,,1.0.0.M3,,,,,Documentation,,,,0,,,,,,,,,,Add doxia book with basic content copied from main site.  TODO: create separate book content under books/reference;18/Nov/09 2:25 AM;david_syer;7200,,,,,,,,28800,28800,7200,25%,28800,28800,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,299635200,,,,,,3786,false,david_syer(david_syer),,,,0|i01rk7:,10342,10331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MultiResourceItemReader fails on Restart if read() method was not called.,BATCH-1798,40072,,Bug,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Major,Fixed,robert.kasanicky,sonwar,sonwar,07/Oct/11 1:40 PM,26/Jun/12 7:15 AM,10/May/19 2:36 AM,09/Oct/11 3:52 AM,2.1.8,,,,,,,2.1.9,,,,,Infrastructure,,,,0,bug,restart,,,,,,"The MultiResourceItemReader starts with -1 as currentResource. If the ItemProcessor fails on first commit (I tested with a ""throw new RuntimeException()""), this index remains -1 on ExecutionContext. Then, on restart, we get:
 
 java.lang.ArrayIndexOutOfBoundsException: -1
	at org.springframework.batch.item.file.MultiResourceItemReader.open(MultiResourceItemReader.java:171)


The fix is something like:

   if (executionContext.containsKey(executionContextUserSupport.getKey(RESOURCE_KEY))) {
	currentResource = executionContext.getInt(executionContextUserSupport.getKey(RESOURCE_KEY));

	// begin fix block
	if (currentResource == -1) {
		currentResource = 0;
	}
        // end fix block

        delegate.setResource(resources[currentResource]);
	delegate.open(executionContext);
   }",Windows/Linux,;09/Oct/11 3:53 AM;robert.kasanicky;3600,,,,,,,,3600,0,3600,100%,3600,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,239241600,,,,,2011-10-09 03:52:23.255,27632,true,david_syer(david_syer),,,,0|i02a4v:,13351,13094,,,,,,"07/Oct/11 6:32 PM;sonwar;I forgotten to say... The fix is on ItemStream's open() method. No need for checking ""resources.length != 0"", since that check is made before. 

So, the currentResource=0 code solves the bug.","09/Oct/11 3:52 AM;robert.kasanicky;Fixed as suggested. Note the bug is not triggered by crashing on the 1st commit, rather by crashing without calling {{read()}} on the reader. I guess you must be calling the reader from an ItemProcessor or so.",,,,,,,,,,,,,,,,,,,,,,
Override GroupAwareJob#toString method,BATCH-1650,34725,,Improvement,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Minor,Complete,robert.kasanicky,jerome.delagnes,jerome.delagnes,07/Nov/10 2:05 PM,08/Nov/10 6:33 AM,10/May/19 2:36 AM,08/Nov/10 6:33 AM,2.1.3,,,,,,,2.1.4,,,,,Core,,,,0,,,,,,,,"SimpleJobLauncher (line :118) logs this kind of message before job execution :

	logger.info(""Job: ["" + job + ""] launched with the following parameters: ["" + jobParameters + ""]"");

It helps us to trace job execution.

Unfortunately, GroupAwareJob currently does not override the toString method as AbstractJob does.

The result message looks like :

	Job: [org.springframework.batch.core.configuration.support.GroupAwareJob@8398e7] launched with the following parameters: [{...}]

Please, override the GroupAwareJob#toString() method according the AbstractJob#toString() method output format.

	public String toString() {
		return ClassUtils.getShortName(delegate) + "": [name="" + getName() + ""]"";
	}
",,;08/Nov/10 6:33 AM;robert.kasanicky;900,,,,,,,,900,0,900,100%,900,0,900,,,,,,,,,,,,,,,,,,,,,,,,,,,268272000,,,,,,5785,true,robert.kasanicky(robert.kasanicky),,,,0|i02j8v:,14827,14131,,,,,,"07/Nov/10 2:10 PM;jerome.delagnes;Oops...

	@Override
	public String toString() { 
		return ClassUtils.getShortName(delegate.getClass()) + "": [name="" + getName() + ""]""; 
	}
",,,,,,,,,,,,,,,,,,,,,,,
XML configuration: p-namespace does not work on inline tasklet bean element,BATCH-1593,32022,,Improvement,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Minor,Complete,david_syer,daniel.soneira,daniel.soneira,30/Jun/10 9:57 PM,08/Jul/10 10:29 PM,10/May/19 2:36 AM,08/Jul/10 10:29 PM,2.1.1,,,,,,,2.1.2,,,,,Core,,,,0,,,,,,,,"Setting properties on inline bean elements does not work when using the p-namespace:
{code}
    <step id=""step-recovery"">
      <tasklet>
        <beans:bean class=""com.example.batch.retry.RetryTasklet"" p:passOnRetryNumber=""4"">
        </beans:bean>
      </tasklet>
    </step>
{code}
works (property element):
{code}
    <step id=""step-recovery"">
      <tasklet>
        <beans:bean class=""com.example.batch.retry.RetryTasklet"">
          <beans:property name=""passOnRetryNumber"" value=""4""/>
        </beans:bean>
      </tasklet>
    </step>
{code}
works (referencing top level bean element):
{code}    <step id=""step-recovery"">
      <tasklet>
        <beans:bean ref=""retryTasklet""/>
      </tasklet>
    </step>
    
    <beans:bean id=""retryTasklet"" class=""com.example.batch.retry.RetryTasklet"" p:passOnRetryNumber=""4""/>
{code}",,;08/Jul/10 10:29 PM;david_syer;3600,,,,,,,,1800,0,3600,200%,1800,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,278812800,,,,,2010-07-08 22:29:11.623,11134,false,david_syer(david_syer),,,,0|i03v0v:,22568,19043,,,,,,"08/Jul/10 10:29 PM;david_syer;Fixed.  The same problem arose in all nested bean elements (job, listener, chunk).",,,,,,,,,,,,,,,,,,,,,,,
OraclePagingQueryProvider.generateJumpToItemQuery generates an incorrect query,BATCH-1590,31969,,Bug,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Major,Complete,david_syer,aneilson,aneilson,28/Jun/10 4:45 AM,29/Jun/10 2:56 AM,10/May/19 2:36 AM,28/Jun/10 9:16 PM,2.1.1,,,,,,,2.1.2,,,,,Core,,,,0,,,,,,,,"When running a partitioned job that uses JdbcPagingItemReader as the input, some input rows are being omitted and some are being processed twice. This is happening as a result of JdbcPagingItemReader.doJumpToPage attempting to position the reader at the start of that partition (the 'read.count' and 'read.count.max' properties have been set in the step execution context to delimit the partitions). 

This problem is only seen when the sortKey will cause the rows to be sorted in an order other than the underlying database storage engine returns them (e.g., not the primary clustering key or query-covering index).

The jumpToItemSql that is generated by the query provider looks something like the following:

SELECT * FROM (SELECT customer AS SORT_KEY, ROWNUM as TMP_ROW_NUM FROM batch_input ORDER BY customer ASC) WHERE TMP_ROW_NUM = 30

This does not return the intended result because the assignment of the TMP_ROW_NUM values happens before the sort, so the effect is exactly the same as if the ORDER BY clause was omitted.

A possible workaround is to add another select level so that the sort happens before TMP_ROW_NUM values are assigned:

SELECT * FROM (SELECT SORT_KEY, ROWNUM AS TMP_ROW_NUM FROM (SELECT customer AS SORT_KEY FROM batch_input ORDER BY SORT_KEY ASC)) WHERE TMP_ROW_NUM = 30",Oracle 11g,;28/Jun/10 9:16 PM;david_syer;3600,,,,,,,,3600,3600,3600,100%,3600,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,279590400,,,,,2010-06-28 21:16:48.553,11137,true,aneilson(aneilson),,,,0|i03v13:,22569,19045,,,,,,28/Jun/10 9:16 PM;david_syer;Fixed I think (slightly ugly hack in SqlPagingQueryUtils).  Can you try it?,"29/Jun/10 12:52 AM;aneilson;The change makes my test case work correctly now. The hack around extracting the alias will cause problems if selectClause contains other aliases. 

I think the proper fix is to have OraclePagingQueryProvider.generateJumpToItemQuery not use SqlPagingQueryUtils.generateRowNumQuery at all since adding the extra select level is not needed for generateFirstPageQuery and generateRemainingPagesQuery (because the outer predicate is <=). If you use some other method to generate the query for generateJumpToItemQuery, then you could use the knowledge that the select clause is in the form ""xxx AS SORT_KEY"", and you wouldn't need any regex hacks to extract the alias.","29/Jun/10 2:19 AM;aneilson;I replaced OraclePagingQueryProvider.generateJumpToItemQuery with the following, and it works for me. This code would not have the problems with the regex workaround:

{code}
public String generateJumpToItemQuery(int itemIndex, int pageSize) {
    int page = itemIndex / pageSize;
    int offset = (page * pageSize);
    offset = offset==0 ? 1 : offset;
    
    StringBuilder sql = new StringBuilder();
    sql.append(""SELECT * FROM (SELECT SORT_KEY, ROWNUM AS TMP_ROW_NUM FROM (SELECT "");
    
    // If there is a where clause, it might reference aliases in the select clause,
    // but otherwise, it isn't needed.
    if (StringUtils.hasText(getWhereClause())) {
        sql.append(getSelectClause()).append("", "");
    }
    
    sql.append(getSortKey()).append("" AS SORT_KEY FROM "").append(getFromClause());
    
    if (StringUtils.hasText(getWhereClause())) {
        sql.append("" WHERE "");
        sql.append(getWhereClause());
    }
    
    sql.append("" ORDER BY SORT_KEY"").append(isAscending() ? "" ASC"" : "" DESC"");    
    sql.append("")) WHERE TMP_ROW_NUM = "").append(offset);
    
    return sql.toString();
}
{code}","29/Jun/10 2:46 AM;david_syer;I did something similar, and it seems to work.  I'm not sure why the alias for SORT_KEY is necessary.  My tests all work without it.  Can you shed any light on that?","29/Jun/10 2:56 AM;aneilson;I don't see any reason why the SORT_KEY alias being there. I suppose I just copied from existing code. I removed it from my version of the code, and it works fine without it. Omitting it is better.",,,,,,,,,,,,,,,,,,,
Have RunIDIncrementer reuse given parameters,BATCH-1589,31968,,Improvement,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Minor,Complete,david_syer,jason.lindquist,jason.lindquist,28/Jun/10 2:46 AM,28/Jun/10 3:33 AM,10/May/19 2:36 AM,28/Jun/10 3:33 AM,2.1.1,,,,,,,2.1.2,,,,,Core,,,,0,,,,,,,,"I'm not the original poster, but I didn't see this listed in JIRA and it is a good improvement.

Hello,

wouldn't it be better if the RunIdIncrementer preserved all other job parameters than the run.id (for which it does the increase the long value)?

Just changing from

[code]
public JobParameters getNext(JobParameters parameters) {
    if (parameters == null || parameters.isEmpty()) {
        return new JobParametersBuilder().addLong(RUN_ID_KEY, 1L).toJobParameters();
    }
    long id = parameters.getLong(RUN_ID_KEY, 1L) + 1;
    return new JobParametersBuilder().addLong(RUN_ID_KEY, id).toJobParameters();
}
[/code]

to

[code]
public JobParameters getNext(final JobParameters parameters) {
    if (parameters == null || parameters.isEmpty()) {
        return new JobParametersBuilder().addLong(RUN_ID_KEY, 1L).toJobParameters();
    }
    final long id = parameters.getLong(RUN_ID_KEY, 1L) + 1;
    return new JobParametersBuilder(parameters).addLong(RUN_ID_KEY, id).toJobParameters();
}
[/code]

(i.e. add the original parameters as constructor arg to the JobParametersBuilder on the last line) would do this!

Perhaps something to change in a upcoming release of Spring Batch as it would increase the usefulness of this incrementer.

Thanks,
Anders ",,;28/Jun/10 3:33 AM;david_syer;1200,,,,,,,,1800,1800,1200,66%,1800,1800,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,279676800,,,,,,11138,true,david_syer(david_syer),,,,0|i03v1b:,22570,19046,http://forum.springsource.org/showthread.php?t=85741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Job Excecution Listener - XML Namespace parsing fails for methods named different to ""beforeJob"", ""afterJob""",BATCH-1588,31967,,Bug,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Major,Complete,david_syer,daniel.soneira,daniel.soneira,28/Jun/10 12:24 AM,28/Jun/10 3:56 AM,10/May/19 2:36 AM,28/Jun/10 3:56 AM,2.1.1,,,,,,,2.1.2,,,,,Core,,,,0,,,,,,,,"The following XML configuration for a job listener does not work as the two configured methods are not called:

-------- XML - Configuration --------
<job id=""..."">
  ...
  <listener ref=""pojoListener"" before-job-method=""before"" after-job-method=""after""/>
</job>

<bean id=""pojoListener"" class=""com.example.MyListener""/>
--------

MyListener is a simple POJO and does not implement JobExecutionListener and has no annotated methods either.

I've debugged the problem and it seems the offending code is in the private method
AbstractListenerParser#getMethodNameAttributes

That method returns {""beforeJob"", ""afterJob""} instead of the XML attribute names {""before-job-method"", ""after-job-method""}.

The unit test ""JobExecutionListenerParserTests"" does not seem to test this case.

I suspect that the same problem exists for Step Listeners as they share the same code base.",,;28/Jun/10 3:56 AM;david_syer;1800,,,,,,,,14400,12600,1800,12%,14400,12600,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,279676800,,,,,2010-06-28 03:56:25.32,11139,false,david_syer(david_syer),,,,0|i03v1j:,22571,19047,,,,,,28/Jun/10 3:56 AM;david_syer;Fixed I think.  Thanks for the detailed report.  Actually it was a simple typo (using methodName instead of propertyName in the parser).,,,,,,,,,,,,,,,,,,,,,,,
DefaultFieldSetFactory is not setting the numberFormat in the enhance() call,BATCH-1587,31910,,Bug,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Trivial,Complete,david_syer,martinahrer,martinahrer,24/Jun/10 3:15 AM,24/Jun/10 11:26 PM,10/May/19 2:36 AM,24/Jun/10 11:26 PM,2.1.1,,,,,,,2.1.2,,,,,Core,,,,0,,,,,,,,"enhance is testing for (numberFormat!=null) but then calling fieldSet.setDateFormat(dateFormat);

	private FieldSet enhance(DefaultFieldSet fieldSet) {
		if (dateFormat!=null) {
			fieldSet.setDateFormat(dateFormat);
		}
		if (numberFormat!=null) {
			fieldSet.setDateFormat(dateFormat);
		}	
		return fieldSet;
	}
",,;24/Jun/10 11:26 PM;david_syer;1800,,,,,,,,600,0,1800,300%,600,0,1800,,,,,,,,,,,,,,24/Jun/10 3:15 AM;martinahrer;NumberFormatSupportingDefaultFieldSetFactory.java;https://jira.spring.io/secure/attachment/16782/NumberFormatSupportingDefaultFieldSetFactory.java,,,,,,,,,,,,,280022400,,,,,,11140,true,david_syer(david_syer),,,,0|i03v1r:,22572,19048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PostgresPagingQueryProvider generateJumpToItemQuery generates bad SQL,BATCH-1571,31407,,Bug,Resolved,BATCH,Spring Batch,software,mminella,Spring Batch: batch and bulk processing in the enterprise environment,http://projects.spring.io/spring-batch/,Minor,Complete,david_syer,ergopro1,ergopro1,18/May/10 2:15 PM,18/May/10 9:09 PM,10/May/19 2:36 AM,18/May/10 6:54 PM,2.0.0,,,,,,,2.1.2,,,,,Infrastructure,,,,0,,,,,,,,"Using the Spring Batch Admin (1.0.1.BUILD-SNAPSHOT), click EXECUTIONS, select NEXT page (the numbers of EXECUTIONS is exceeding 20) ,generate following error:

org.springframework.jdbc.BadSqlGrammarException: StatementCallback; bad SQL grammar [SELECT E.JOB_EXECUTION_ID AS SORT_KEY FROM BATCH_JOB_EXECUTION E, BATCH_JOB_INSTANCE I WHERE E.JOB_INSTANCE_ID=I.JOB_INSTANCE_ID ORDER BY E.JOB_EXECUTION_ID DESC LIMIT 19 1]; nested exception is org.postgresql.util.PSQLException: ERROR: syntax error at or near ""1""

The problem is due to the generated SQL based on the code below. I have suggested a minor fix for the problem. 

In addition, I believe the offset value does not need to be minus one as Postgres will automatically get the start value for next page correctly. (unless you have another reason for it)

<code>
	public String generateJumpToItemQuery(int itemIndex, int pageSize) {
		int page = itemIndex / pageSize;
-->		int offset = (page * pageSize) - 1;
-->		offset = offset<0 ? 0 : offset;

-->		String limitClause = new StringBuilder().append(""LIMIT "").append(offset).append("" 1"").toString();
		return SqlPagingQueryUtils.generateLimitJumpToQuery(this, limitClause);
	}
</code>

Note: debug variables:
itemIndex = 20
pageSize = 20
page = 1
offset = 1
limitClause = LIMIT 19 1

Code Fix suggestion:
		int offset = (page * pageSize);
                String limitClause = new StringBuilder().append(""LIMIT "").append(pageSize).append("" OFFSET "").append(offset).toString();

Thanks,
Eng","Client - Windows 7, java version ""1.6.0_17"", 
Database - PostgreSQL 8.4.1 ",;18/May/10 6:54 PM;david_syer;7200,,,,,,,,7200,0,7200,100%,7200,0,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,283219200,,,,,2010-05-18 18:54:41.148,11153,false,david_syer(david_syer),,,,0|i03v33:,22578,19059,,,,,,"18/May/10 6:54 PM;david_syer;Thanks for spotting that.  The suggested fix is not quite correct, but close.","18/May/10 7:35 PM;ergopro1;After reading the diff of the changes, I believe the new fix will generate one record instead of the intended number of records (based on the pageSize) because the query contains LIMIT 1 OFFSET xxx.

Is this the intended behavior?",18/May/10 9:09 PM;david_syer;That is the intended behaviour of jumpToItemQuery().,,,,,,,,,,,,,,,,,,,,,
